"URAU_CODE","year","pop","isol","prop_65p","popdens","ndvi","pm25","no2","imperv","tree","grass","water","woody","elevation","coast_dist","tmean","trange","prop_0004","prop_1014","prop_1519","prop_2024","prop_2529","prop_3034","prop_3539","prop_4044","prop_4549","prop_5054","prop_5559","prop_0509","prop_6064","prop_6569","prop_7074","prop_7579","prop_8084","prop_8599","lifexp_00","lifexp_05","lifexp_10","lifexp_15","lifexp_20","lifexp_25","lifexp_30","lifexp_35","lifexp_40","lifexp_45","lifexp_50","lifexp_55","lifexp_60","lifexp_65","lifexp_70","lifexp_75","lifexp_80","lifexp_85","gdp","educ","unempl","depriv","bedrates","deathrate_tot","deathrate_0004","deathrate_1014","deathrate_1519","deathrate_2024","deathrate_2529","deathrate_3034","deathrate_3539","deathrate_4044","deathrate_4549","deathrate_0509","deathrate_5054","deathrate_5559","deathrate_6064","deathrate_6569","deathrate_7074","deathrate_7579","deathrate_8084","deathrate_8599","isol2"
"DE072C",2000,NA,NA,NA,NA,0.57755,14.3241996765137,NA,NA,NA,NA,NA,NA,72,218.277928704427,10.6804644808743,30.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,73.7,68.8,63.8,58.9,54.1,49.3,44.4,39.7,35,30.5,26.1,22,18,14.4,11.2,8.3,6.1,19100,22.3,6.1,NA,873.55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2001,NA,NA,NA,NA,0.55211542336,13.7974281311035,NA,NA,NA,NA,NA,NA,72,218.277928704427,10.0834520547945,31.38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,74,69.1,64.1,59.2,54.4,49.5,44.7,39.9,35.2,30.7,26.4,22.2,18.2,14.6,11.3,8.4,6.1,18800,23.1,5.7,NA,865.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2002,NA,NA,NA,NA,0.56478606778,13.4916000366211,NA,NA,NA,NA,NA,NA,72,218.277928704427,10.6279178082192,31.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,74.1,69.1,64.2,59.3,54.4,49.5,44.7,39.8,35.1,30.6,26.2,22,17.9,14.3,11,8.1,5.8,19400,22.1,6.4,NA,857.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2003,NA,NA,NA,NA,0.52584236277,16.0136432647705,NA,NA,NA,NA,NA,NA,72,218.277928704427,10.6160273972603,36.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.8,74.2,69.3,64.3,59.4,54.5,49.7,44.8,40,35.3,30.7,26.3,22.1,18.1,14.4,11.1,8.1,5.8,20300,24.2,7.9,NA,849.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2004,55926,NA,0.169956728534134,NA,0.555625,14.7043046951294,NA,NA,NA,NA,NA,NA,72,218.277928704427,9.91592896174863,28.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.4,74.8,69.8,64.9,59.9,55.1,50.2,45.3,40.5,35.8,31.2,26.8,22.5,18.5,14.7,11.3,8.4,6.1,20300,24,8.4,NA,834.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2005,56080,NA,0.177995720399429,NA,0.58734875108,13.6888561248779,12.2786979675293,NA,NA,NA,NA,NA,72,218.277928704427,10.3299178082192,32.71,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.5,74.9,70,65,60.1,55.2,50.3,45.5,40.6,35.9,31.3,26.9,22.7,18.7,14.9,11.5,8.5,6.1,20800,25.8,9.2,4.6,818.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2006,56110,NA,0.186134378898592,NA,0.5839884058,14.9398393630981,13.8076286315918,NA,NA,NA,NA,NA,72,218.277928704427,10.7710136986301,32.67,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.1,75.5,70.5,65.6,60.6,55.7,50.8,45.9,41.1,36.4,31.8,27.3,23.1,19.1,15.2,11.8,8.9,6.6,20900,24.7,9,5.1,806.11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2007,56216,NA,0.194090650348655,NA,0.54903400182,13.6275968551636,14.5945253372192,NA,NA,NA,NA,NA,72,218.277928704427,10.7893424657534,26.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.3,75.7,70.7,65.7,60.8,55.9,51,46.2,41.3,36.5,31.9,27.5,23.3,19.2,15.4,11.9,9,6.6,22100,25.9,7.7,4.8,799.78,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2008,55844,NA,0.200003581405343,NA,0.6027681801,14.6690702438354,10.5690078735352,NA,NA,NA,NA,NA,72,218.277928704427,10.2009289617486,26.32,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.5,75.8,70.8,65.9,60.9,56,51.1,46.3,41.4,36.6,32,27.6,23.3,19.3,15.5,11.9,8.9,6.5,23100,26.4,6.9,5.5,797.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2009,55624,NA,0.206727311951676,NA,0.57428439201,15.3565349578857,13.7533483505249,NA,NA,NA,NA,NA,72,218.277928704427,10.2194246575342,35.48,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,75.8,70.8,65.9,60.9,56,51.1,46.3,41.4,36.7,32.1,27.6,23.4,19.3,15.5,12,8.9,6.6,22400,27.5,7.1,5.4,799.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2010,55524,38,0.211872343491103,NA,0.5839080622,15.307168006897,15.1092910766602,NA,NA,NA,NA,NA,72,218.277928704427,8.92871232876712,34.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,76.1,71.1,66.1,61.2,56.3,51.4,46.5,41.7,36.9,32.2,27.8,23.5,19.5,15.7,12.2,9.2,6.9,23300,27.2,6.9,4.5,805.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2011,55442,38,0.213935283719924,1618.07609665841,0.58790607064,14.8687152862549,12.0085935592651,NA,NA,NA,NA,NA,72,218.277928704427,10.8982739726027,28.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.8,76.1,71.2,66.2,61.3,56.4,51.5,46.6,41.7,37,32.3,27.9,23.6,19.6,15.8,12.2,9.1,6.6,24700,27.9,5.8,5.3,811.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.381648538777677
"DE072C",2012,54100,37,0.21550831792976,1578.63388229,0.56137857143,13.1246929168701,12.0436697006226,NA,NA,NA,NA,NA,72,218.277928704427,10.1563387978142,36.24,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,76.1,71.1,66.1,61.2,56.3,51.4,46.5,41.7,36.9,32.2,27.7,23.5,19.4,15.6,12.1,8.9,6.5,25200,28.8,5.3,4.9,807.82,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2013,54109,NA,0.212478515588904,1579.17268743704,0.59978003731,14.0861043930054,8.96308612823486,NA,NA,NA,NA,NA,72,218.277928704427,9.7347397260274,32.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.7,76,71,66.1,61.1,56.2,51.3,46.4,41.5,36.8,32.1,27.6,23.3,19.3,15.5,11.9,8.8,6.3,26200,29.3,5.8,5.4,801.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2014,54285,NA,0.214773878603666,1584.46703715712,0.58739444444,12.6807804107666,12.3361883163452,NA,NA,NA,NA,NA,72,218.277928704427,11.3882465753425,29.48,4.4,5.3,5.8,5.4,5.1,5.4,5.4,6.9,9.2,8.7,7.2,4.7,6.2,5,5.8,4.7,2.5,2.3,81.2,76.5,71.5,66.5,61.6,56.7,51.8,46.9,42,37.2,32.6,28,23.8,19.7,16,12.4,9.2,6.7,27300,28.3,5.2,5,800.1,0.0099299306175723,0.000513022888713496,0.000130250732660371,0.00017728400898239,0.00041101520756268,0.000570929607737775,0.000545326233399628,0.00044598770348189,0.000870495187405178,0.00149860442462956,3.63570259952736e-05,0.00292914995675081,0.00579792795361658,0.00808617872670377,0.0118263627900562,0.0190493252119909,0.0340559516485107,0.0631174533479693,0.151593390380643,NA
"DE072C",2015,54631,NA,0.219142977430397,1625.98661741418,0.6067043021,11.81955909729,10.9534044265747,22.1710433959961,27.7685413360596,0.131665393710136,0.454486578702927,4.09076261520386,72,218.277928704427,10.7892602739726,31.97,4.4,5.2,5.7,5.4,5.2,5.4,5.5,6.4,8.9,8.9,7.4,4.7,6.2,5.1,5.5,5,2.7,2.4,80.8,76.1,71.2,66.2,61.3,56.4,51.5,46.6,41.7,36.9,32.3,27.8,23.5,19.5,15.7,12.2,9,6.4,27200,28.5,4.8,4.4,792.24,0.0103280918978253,0.000463374136000309,9.90883868410622e-05,0.000267586370934174,0.000252039948331811,0.000556100752371606,0.000440750535197078,0.000686470294558163,0.000913340138612797,0.00170308852233151,0.000146225552915372,0.00292979970127532,0.00543204217281687,0.00881491417777656,0.012679998651064,0.0180163331463126,0.0308457711442786,0.0637862712514381,0.161290322580645,NA
"DE072C",2016,55709,NA,0.218564325333429,1625.98661741418,0.59360138889,11.2841119766235,10.5980768203735,NA,NA,NA,NA,NA,72,218.277928704427,10.5714207650273,29.79,4.5,5,5.8,5.4,5.5,5.5,5.6,6,8.5,9,7.6,4.7,6.2,5.3,4.9,5.1,2.8,2.4,81.2,76.5,71.5,66.6,61.6,56.7,51.8,46.9,42,37.3,32.6,28.1,23.8,19.8,16,12.4,9.2,6.6,26600,30.3,3.8,3.7,785.02,0.00999642745126322,0.000848708487084871,9.96512207274539e-05,0.000174352715543545,0.000184842883548983,9.1678635821899e-05,0.000550122249388753,0.000805297065139585,0.00120088250900662,0.00156413962421051,7.11490572749911e-05,0.00300760307111767,0.00529123859076679,0.00773001508295626,0.0122178963694489,0.0170560264626835,0.0312489817198345,0.0585877637628198,0.15415484674462,NA
"DE072C",2017,56115,NA,0.219157088122605,1637.15907343886,0.61343333333,11.2835674285889,6.89478254318237,NA,NA,NA,NA,NA,72,218.277928704427,10.7921917808219,32.28,4.7,5,5.7,5.4,5.5,5.5,5.7,5.7,8,9,7.9,4.7,6.4,5.5,4.5,5.2,3.1,2.5,81.2,76.5,71.6,66.6,61.6,56.7,51.8,46.9,42.1,37.3,32.6,28,23.7,19.7,15.9,12.3,9.1,6.4,27700,30.3,3.7,3.4,776.67,0.0105778333840704,0.000715256419426364,3.3648507688684e-05,0.000177509541137836,0.000374847718114516,0.000456718326584051,0.000672597755969305,0.000379086110868107,0.00107736656669481,0.00160650949301064,0,0.00254047137797393,0.00463267951633126,0.00793588434037872,0.0135122797407103,0.0195249301367848,0.0289864346045559,0.0590530141085934,0.168011937868819,NA
"DE072C",2018,55873,NA,0.22271938145437,1637.60496615006,0.54183781726,11.3866186141968,10.3098812103271,NA,NA,NA,NA,NA,72,218.277928704427,11.8480821917808,35.19,4.7,4.9,5.5,5.4,5.5,5.5,5.9,5.6,7.5,9,8.1,4.8,6.6,5.6,4.5,5.1,3.4,2.5,80.9,76.2,71.3,66.3,61.4,56.5,51.6,46.7,41.8,37.1,32.4,27.8,23.5,19.5,15.7,12.2,8.9,6.2,28200,30.5,3.6,3.1,781.12,0.0107318848321359,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2019,55767,NA,NA,1634.4981681186,0.58718518519,9.5226993560791,9.51547241210938,NA,NA,NA,NA,NA,72,218.277928704427,11.3098082191781,34.6,4.8,4.9,5.3,5.3,5.4,5.6,5.9,5.7,6.9,8.9,8.3,4.7,6.8,5.7,4.4,4.9,3.7,2.5,81.3,76.6,71.7,66.7,61.7,56.8,51.9,47,42.2,37.4,32.7,28.2,23.8,19.8,16,12.5,9.3,6.5,28900,30.9,3.4,2.6,770.02,0.0105738770882657,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE072C",2020,55847,NA,NA,1635.53228867496,0.57726360241,8.77074909210205,NA,NA,NA,NA,NA,NA,72,218.277928704427,NA,NA,4.8,4.9,5.2,5.3,5.3,5.6,6,5.8,6.4,8.7,8.6,4.8,7,5.7,4.5,4.7,4,2.7,81.3,76.6,71.6,66.7,61.7,56.8,51.9,47,42.1,37.4,32.6,28.1,23.8,19.7,15.9,12.4,9.2,6.5,28600,32.2,4.1,5.6,781.76,0.0110475993901099,NA,NA,NA,NA,NA,NA,NA,NA,0.001617742987606,NA,0.00241051443439001,0.00488488410563805,0.00809687759705568,0.0132364015524532,0.0197585071350165,0.0297562519784742,0.0561160151324086,NA,NA
"DE073C",2000,NA,NA,NA,NA,0.60939051933,13.852858543396,NA,NA,NA,NA,NA,NA,480,368.596469595319,9.40866120218579,39.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.3,73.7,68.8,63.8,58.9,54.1,49.3,44.4,39.7,35,30.5,26.1,22,18,14.4,11.2,8.3,6.1,24300,21.6,3.7,NA,984.88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2001,NA,NA,NA,NA,0.611975,13.6067733764648,NA,NA,NA,NA,NA,NA,480,368.596469595319,8.9321095890411,34.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,78.6,74,69.1,64.1,59.2,54.4,49.5,44.7,39.9,35.2,30.7,26.4,22.2,18.2,14.6,11.3,8.4,6.1,25400,20.5,3.8,NA,970.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2002,NA,NA,NA,NA,0.61279038755,13.9645118713379,NA,NA,NA,NA,NA,NA,480,368.596469595319,9.43493150684932,33.47,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,74.6,69.6,64.7,59.8,54.9,50.1,45.2,40.4,35.7,31.2,26.8,22.5,18.5,14.7,11.3,8.2,5.8,25500,19,4,NA,946.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2003,NA,NA,NA,NA,0.53603506711,15.0105676651001,NA,NA,NA,NA,NA,NA,480,368.596469595319,9.58312328767123,40.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.2,74.6,69.7,64.7,59.9,55,50.2,45.3,40.5,35.8,31.2,26.8,22.5,18.4,14.6,11.1,8,5.5,25300,22.4,5.9,NA,924.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2004,NA,NA,NA,NA,0.59631856876,14.3617334365845,NA,NA,NA,NA,NA,NA,480,368.596469595319,8.50243169398907,30.87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.7,75,70,65,60.2,55.4,50.5,45.7,40.8,36.1,31.5,27,22.8,18.7,14.9,11.4,8.3,5.9,26400,22.3,6.9,NA,903.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2005,NA,NA,NA,NA,0.61548235294,14.8345346450806,4.89780616760254,NA,NA,NA,NA,NA,480,368.596469595319,8.41183561643836,36.74,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,79.9,75.2,70.3,65.3,60.4,55.6,50.7,45.9,41.1,36.4,31.7,27.2,23,18.9,15,11.5,8.4,5.8,26800,21.2,6.6,4.6,904.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2006,NA,NA,NA,NA,0.62866380906,15.7083463668823,5.76991605758667,NA,NA,NA,NA,NA,480,368.596469595319,9.19802739726027,34.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.2,75.5,70.6,65.6,60.7,55.8,51,46.1,41.3,36.5,31.9,27.5,23.2,19.2,15.2,11.7,8.5,5.9,28400,20.3,6.1,5.1,861.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2007,NA,NA,NA,NA,0.62855238095,13.2338094711304,5.30494737625122,NA,NA,NA,NA,NA,480,368.596469595319,9.4612602739726,34.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.4,75.8,70.8,65.8,60.9,56.1,51.2,46.4,41.5,36.8,32.2,27.7,23.4,19.3,15.5,11.9,8.7,6.1,29900,21,4.9,4.8,862.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2008,52866,NA,NA,NA,0.58733017205,13.7285718917847,4.64803075790405,NA,NA,NA,NA,NA,480,368.596469595319,9.02475409836066,27.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.6,75.9,70.9,66,61.1,56.2,51.3,46.5,41.6,36.9,32.3,27.8,23.5,19.5,15.6,12,8.7,6.2,30400,22,4,5.5,856.98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2009,52866,NA,0.196875118223433,NA,0.61295074768,14.5614070892334,5.99214601516724,NA,NA,NA,NA,NA,480,368.596469595319,8.97509589041096,36.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,80.9,76.1,71.2,66.2,61.3,56.5,51.6,46.7,41.9,37.1,32.4,28,23.6,19.5,15.6,12,8.8,6.2,27300,24,4.6,5.4,859.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2010,53034,39,0.19813704416035,NA,0.60634911439,14.3794174194336,4.95238256454468,NA,NA,NA,NA,NA,480,368.596469595319,7.68964383561644,35.57,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.1,76.4,71.4,66.4,61.5,56.6,51.8,46.9,42.1,37.3,32.6,28.1,23.8,19.7,15.8,12.1,9,6.5,28800,24.6,4.2,4.5,861.99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2011,53504,40,0.196639503588517,661.443879715771,0.59699323607,14.9166793823242,5.35701370239258,NA,NA,NA,NA,NA,480,368.596469595319,9.57923287671233,32.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.2,76.4,71.5,66.5,61.6,56.7,51.9,47,42.1,37.4,32.7,28.2,23.9,19.8,15.9,12.2,9,6.4,30900,26.2,3.3,5.3,863.52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.350216989368805
"DE073C",2012,53300,39,0.194502814258912,666.563449194514,0.61598430483,12.0941705703735,6.30699920654297,NA,NA,NA,NA,NA,480,368.596469595319,9.11226775956284,40.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.6,71.6,66.6,61.7,56.8,51.9,47,42.2,37.5,32.8,28.3,24,19.9,15.9,12.3,9,6.4,31500,25.2,3.1,4.9,853.92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2013,53888,NA,0.193159887173397,666.47045735836,0.59948297901,13.37779712677,4.13350296020508,NA,NA,NA,NA,NA,480,368.596469595319,8.56194520547945,33.29,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,81.3,76.6,71.7,66.7,61.8,56.8,52,47.1,42.3,37.5,32.8,28.3,24,19.9,16,12.4,9,6.5,32700,26.2,3.3,5.4,844.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"DE073C",2014,54969,NA,0.191344212192327,679.842164892551,0.60003008386,11.8626985549927,7.57516002655029,NA,NA,NA,NA,NA,480,368.596469595319,10.1356712328767,34.03,4.5,5.1,5.4,5.9,6.3,6.4,5.9,7,8.4,8.1,6.9,4.6,6,4.8,5.6,4.3,2.6,2.3,82,77.3,72.3,67.3,62.4,57.5,52.6,47.7,42.9,38.1,33.4,28.9,24.5,20.3,16.4,12.7,9.3,6.6,33600,25.2,2.9,5,836.24,0.00896527306877577,0.00120578778135048,0.000118652112007594,0.000442771751162276,0.000303582270795386,0.000191993856196602,0.000373866716515562,0.000608334178241914,0.00136472193790515,0.00157412707498569,0,0.00316945529593867,0.00444715730728985,0.00671881267549138,0.0122884012539185,0.0166077359905711,0.0310567734682406,0.0566651184393869,0.144286466561348,NA
"DE073C",2015,55689,NA,0.191581820467238,707.988645738316,0.56129746295,11.9080410003662,5.0829119682312,13.8930101394653,16.6122264862061,0.0950199887156487,0.305947750806808,3.47384858131409,480,368.596469595319,9.91958904109589,32.31,4.5,4.9,5.4,5.9,6.4,6.5,6,6.7,8.2,8.2,7.1,4.5,6,4.8,5.3,4.6,2.7,2.3,81.6,76.8,71.9,66.9,62,57.1,52.2,47.3,42.4,37.7,33,28.4,24.1,19.9,16.1,12.4,9,6.3,34200,25.6,3,4.4,824.67,0.00946695502451638,0.000801924619085806,0,0.000110107905747633,0.000203148806500762,0.000187353629976581,0.000460193281178095,0.000199401794616152,0.000707901955579152,0.00130605137135394,0,0.00304325773494674,0.00463274932614555,0.00762527233115468,0.013938571604786,0.0166853303471445,0.0302079246763437,0.0642489366465189,0.150343424065123,NA
"DE073C",2016,57237,NA,0.18877649073152,707.988645738316,0.6224314575,11.3735256195068,7.49058675765991,NA,NA,NA,NA,NA,480,368.596469595319,9.28210382513661,31.36,4.4,4.8,5.6,5.9,6.6,6.5,6.1,6.4,8,8.2,7.2,4.6,6,5.1,4.7,4.8,2.7,2.4,81.9,77.2,72.2,67.2,62.3,57.4,52.6,47.7,42.8,38.1,33.4,28.8,24.4,20.3,16.4,12.7,9.4,6.6,36900,24.4,2.7,3.7,821.92,0.00917743630694796,0,0,0.000105451861225351,0.000299281723862729,0.000533380744955107,0.000451711988436173,0.000768270431191779,0.000830411515039675,0.00125248655418846,0,0.00185489049011914,0.00456211812627291,0.00770431051297055,0.0143187066974596,0.0175482577086989,0.0273150416462518,0.0566200215285253,0.146537059538275,NA
"DE073C",2017,56978,NA,0.192442697181368,704.784965265087,0.62237503285,11.2187480926514,6.91062211990356,NA,NA,NA,NA,NA,480,368.596469595319,9.3147397260274,34.54,4.6,4.7,5.4,5.8,6.5,6.5,6.3,6.2,7.7,8.2,7.4,4.6,6.1,5.3,4.4,5,2.9,2.5,82,77.2,72.2,67.3,62.4,57.5,52.6,47.7,42.8,38.1,33.4,28.8,24.4,20.2,16.3,12.6,9.2,6.4,38200,25.9,2.6,3.4,815.34,0.00928010478858085,0.00113967329365582,0.000124300807955252,0.000107781849536538,0.000404858299595142,0.000362154821186057,0.000814037626628075,0.000739303206727659,0.0011364712567478,0.00151572565365669,0.000126871352448617,0.00233909838389566,0.00429252782193959,0.00830311128077878,0.0117555728069203,0.0191586280814577,0.0284104249823902,0.0534489713594191,0.139007092198582,NA
