scenario,scenario_name,scenario_abb,name,country_code,age,year,pop
5,Conventional Development (SSP5),SSP5,Greece,300,90--94,2050,307.5
5,Conventional Development (SSP5),SSP5,Greece,300,95--99,2050,132.3
5,Conventional Development (SSP5),SSP5,Greece,300,100+,2050,38.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,0--4,2030,371.9
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,5--9,2030,387.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,10--14,2030,445.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,15--19,2030,506.2
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,20--24,2030,547
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,25--29,2030,551.5
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,30--34,2030,551.9
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,35--39,2030,532.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,40--44,2030,582.5
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,45--49,2030,726.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,50--54,2030,773.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,55--59,2030,769.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,60--64,2030,755
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,65--69,2030,661.3
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,70--74,2030,604.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,75--79,2030,498.2
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,80--84,2030,410.2
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,85--89,2030,243
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,90--94,2030,138.2
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,95--99,2030,40
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,100+,2030,5.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,0--4,2040,379.9
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,5--9,2040,374.5
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,10--14,2040,371.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,15--19,2040,387.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,20--24,2040,445.5
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,25--29,2040,505.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,30--34,2040,546
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,35--39,2040,550.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,40--44,2040,549.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,45--49,2040,529
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,50--54,2040,575.3
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,55--59,2040,710.3
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,60--64,2040,746.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,65--69,2040,726.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,70--74,2040,691.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,75--79,2040,575
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,80--84,2040,473.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,85--89,2040,318.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,90--94,2040,180.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,95--99,2040,56.9
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,100+,2040,13.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,0--4,2050,368.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,5--9,2050,377.2
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,10--14,2050,379.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,15--19,2050,374.4
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,20--24,2050,371.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,25--29,2050,387.4
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,30--34,2050,444.9
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,35--39,2050,504.7
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,40--44,2050,544.3
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,45--49,2050,547.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,50--54,2050,544.3
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,55--59,2050,520.1
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,60--64,2050,559.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,65--69,2050,679.6
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,70--74,2050,697.8
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,75--79,2050,654.4
22,Medium - Zero Migration (SSP2-ZM),SSP2-ZM,Greece,300,80--84,2050,575.8
